instrumento,simbolo,descripcion,mercado,panel,ultimoPrecio,apertura,cierreAnterior,variacionDiaria,volumen,maximo,minimo,rango52SemanasMin,rango52SemanasMax,fechaHoraCotizacion,mepCclImplicito,fuente
"cedears","SCHW","Cedear Charles Schwab Corp.","bcba",,"9810","9810","9810","0","0","0","0",,,"2026-04-24T04:00:36.960Z",,"/1/Titulos/SCHW/CotizacionDetalle"
"cedears","SDA","Cedear Suncar Technology Group","bcba",,"1101","1143","1101","-3.5","0","1146","1095",,,"2026-04-24T19:58:24.583Z",,"/1/Titulos/SDA/CotizacionDetalle"
"cedears","SE","Cedear Sea Ltd.","bcba",,"4000","3872.5","4000","3.89","0","4020","3872.5",,,"2026-04-24T19:56:48.660Z","1457.1949","/1/Titulos/SE/CotizacionDetalle"
"cedears","SEC","Cedear Sea Ltd.","bcba",,"2.73","2.89","2.73","-5.53","0","0","0",,,"2026-04-23T14:27:43.537Z","1457.1949","/1/Titulos/SEC/CotizacionDetalle"
"cedears","SED","Cedear Sea Ltd.","bcba",,"2.745","2.65","2.745","2.42","0","2.78","2.65",,,"2026-04-24T15:44:45.550Z","1457.1949","/1/Titulos/SED/CotizacionDetalle"
"cedears","SH","Cedear Proshares  Short S&P500","bcba",,"6500","6450","6500","0.46","0","6505","6425",,,"2026-04-24T19:57:15.527Z","1431.7181","/1/Titulos/SH/CotizacionDetalle"
"cedears","SHC","Cedear Proshares  Short S&P500","bcba",,"4.535","4.515","4.535","0","0","0","0",,,"2026-04-24T04:00:43.910Z","1431.7181","/1/Titulos/SHC/CotizacionDetalle"
"cedears","SHD","Cedear Proshares  Short S&P500","bcba",,"4.54","4.615","4.54","-0.21","0","4.615","4.48",,,"2026-04-24T19:45:39.073Z","1431.7181","/1/Titulos/SHD/CotizacionDetalle"
"cedears","SHEL","Cedear Royal Dutch Shell Plc","bcba",,"66525","66400","66525","0.91","0","66675","66200",,,"2026-04-24T19:54:33.017Z","1439.6235","/1/Titulos/SHEL/CotizacionDetalle"
"cedears","SHELC","Cedear Royal Dutch Shell Plc","bcba",,"44.14","44.14","44.14","0","0","0","0",,,"2026-04-24T04:00:48.780Z","1439.6235","/1/Titulos/SHELC/CotizacionDetalle"
"cedears","SHELD","Shell Plc","bcba",,"46.21","47.08","46.21","-1.63","0","47.08","46.07",,,"2026-04-24T19:40:07.000Z","1439.6235","/1/Titulos/SHELD/CotizacionDetalle"
"cedears","SHOP","Cedear Shopify Inc.","bcba",,"1739","1700","1739","2.47","0","1760","1685",,,"2026-04-24T19:55:00.307Z","1455.2301","/1/Titulos/SHOP/CotizacionDetalle"
"cedears","SHOPC","Cedear Shopify Inc.","bcba",,"1.16","1.065","1.16","0","0","0","0",,,"2026-04-24T04:00:27.973Z","1455.2301","/1/Titulos/SHOPC/CotizacionDetalle"
"cedears","SHOPD","Cedear Shopify Inc.","bcba",,"1.195","1.21","1.195","0","0","1.21","1.175",,,"2026-04-24T18:41:39.337Z","1455.2301","/1/Titulos/SHOPD/CotizacionDetalle"
"cedears","SID","Cedear Companhia Siderurgica Nacional","bcba",,"15580","15340","15580","1.56","0","15580","15200",,,"2026-04-24T19:58:34.580Z",,"/1/Titulos/SID/CotizacionDetalle"
"cedears","SIDD","Cedear Companhia Siderurgica Nacional","bcba",,"11","10.95","11","0","0","10.95","10.95",,,"2026-04-24T19:54:26.097Z",,"/1/Titulos/SIDD/CotizacionDetalle"
"cedears","SIEGY","Cedear Siemens Ag Adr","bcba",,"4950","8050","4950","0","0","8050","8050",,,"2026-04-24T04:00:25.007Z",,"/1/Titulos/SIEGY/CotizacionDetalle"
"cedears","SLB","Cedear Schlumberger Limited","bcba",,"28060","27000","28060","3.92","0","28480","26280",,,"2026-04-24T19:58:36.797Z","1406.5163","/1/Titulos/SLB/CotizacionDetalle"
"cedears","SLBC","Cedear Schlumberger Limited","bcba",,"17.77","16.4","17.77","0","0","0","0",,,"2026-04-24T04:00:51.803Z","1406.5163","/1/Titulos/SLBC/CotizacionDetalle"
"cedears","SLBD","Cedear Schlumberger Limited","bcba",,"19.95","18.45","19.95","2.72","0","20","18.45",,,"2026-04-24T18:20:26.817Z","1406.5163","/1/Titulos/SLBD/CotizacionDetalle"
"cedears","SLV","Cedear Etf Ishares Silver Trus","bcba",,"17180","16800","17180","1.89","0","17290","16790",,,"2026-04-24T19:59:24.693Z","1443.6975","/1/Titulos/SLV/CotizacionDetalle"
"cedears","SLVC","Cedear Etf Ishares Silver Trus","bcba",,"11.5","11.4","11.5","-2.37","0","11.61","11.4",,,"2026-04-24T19:44:06.530Z","1443.6975","/1/Titulos/SLVC/CotizacionDetalle"
"cedears","SLVD","Cedear Etf Ishares Silver Trus","bcba",,"11.9","11.94","11.9","-1.4","0","11.98","11.84",,,"2026-04-24T19:59:40.370Z","1443.6975","/1/Titulos/SLVD/CotizacionDetalle"
"cedears","SMH","Cedear Van Eck Vectors Etf Tru","bcba",,"15170","14710","15170","6.75","0","15210","14710",,,"2026-04-24T19:59:40.457Z","1451.6746","/1/Titulos/SMH/CotizacionDetalle"
"cedears","SMHC","Cedear Van Eck Vectors Etf Tru","bcba",,"9.96","9.7","9.96","0","0","9.97","9.7",,,"2026-04-24T04:00:57.707Z","1451.6746","/1/Titulos/SMHC/CotizacionDetalle"
"cedears","SMHD","Cedear Van Eck Vectors Etf Tru","bcba",,"10.45","10.26","10.45","4.39","0","10.67","10.26",,,"2026-04-24T19:58:26.327Z","1451.6746","/1/Titulos/SMHD/CotizacionDetalle"
"cedears","SMSN","Cedear Samsung Electronics Co","bcba",,"0","0","0","0","0","0","0",,,"2024-02-20T06:00:42.623Z",,"/1/Titulos/SMSN/CotizacionDetalle"
"cedears","SNA","Cedear Snap-On Incorporated","bcba",,"94375","97050","94375","-1.92","0","97050","93950",,,"2026-04-24T19:49:47.077Z",,"/1/Titulos/SNA/CotizacionDetalle"
"cedears","SNAP","Cedear Snap Inc.","bcba",,"8450","8165","8450","4.25","0","8505","8165",,,"2026-04-24T19:21:59.163Z","1461.9377","/1/Titulos/SNAP/CotizacionDetalle"
"cedears","SNAPD","Cedear Snap Inc.","bcba",,"5.78","5.75","5.78","0.52","0","0","0",,,"2026-04-24T18:20:32.807Z","1461.9377","/1/Titulos/SNAPD/CotizacionDetalle"
"cedears","SNOW","Cedear Snowflake Inc","bcba",,"7005","6935","7005","-2.64","0","7050","6680",,,"2026-04-24T19:58:52.127Z","1426.6802","/1/Titulos/SNOW/CotizacionDetalle"
"cedears","SNOWC","Cedear Snowflake Inc","bcba",,"9.6","9.6","9.6","0","0","0","0",,,"2026-04-24T04:00:28.050Z","1426.6802","/1/Titulos/SNOWC/CotizacionDetalle"
"cedears","SNOWD","Cedear Snowflake Inc","bcba",,"4.91","4.97","4.91","-3.34","0","4.97","4.725",,,"2026-04-24T18:37:53.427Z","1426.6802","/1/Titulos/SNOWD/CotizacionDetalle"
"cedears","SONY","Cedear Sony Corporation","bcba",,"3780","3750","3780","0.33","0","3790","3712.5",,,"2026-04-24T19:59:49.343Z","1445.5067","/1/Titulos/SONY/CotizacionDetalle"
"cedears","SONYD","Cedear Sony Corporation","bcba",,"2.615","2.66","2.615","-1.69","0","0","0",,,"2026-04-24T15:41:50.653Z","1445.5067","/1/Titulos/SONYD/CotizacionDetalle"
"cedears","SPCE","Cedear Virgin Galactic Holdings Inc.","bcba",,"7775","7790","7775","-4.42","0","7820","7620",,,"2026-04-24T19:58:34.210Z",,"/1/Titulos/SPCE/CotizacionDetalle"
"cedears","SPGI","Cedear S&P Global Inc.","bcba",,"14530","14560","14530","0.97","0","14560","14380",,,"2026-04-24T19:54:07.283Z","1455.9118","/1/Titulos/SPGI/CotizacionDetalle"
"cedears","SPGID","Cedear S&P Global Inc.","bcba",,"9.98","10.12","9.98","-1.86","0","10.12","10.12",,,"2026-04-24T18:46:00.110Z","1455.9118","/1/Titulos/SPGID/CotizacionDetalle"
"cedears","SPHQ","CEDEAR INVERSCO S&P 500 QUALITY ETF","bcba",,"8625","8535","8625","2.19","0","8650","8500",,,"2026-04-24T19:56:17.793Z","1402.439","/1/Titulos/SPHQ/CotizacionDetalle"
"cedears","SPHQC","Cedear Inversco S&P 500 Quality Etf","bcba",,"5.83","5.81","5.83","0.34","0","0","0",,,"2026-04-24T17:01:32.247Z","1402.439","/1/Titulos/SPHQC/CotizacionDetalle"
"cedears","SPHQD","Cedear Inversco S&P 500 Quality Etf","bcba",,"6.15","6.15","6.15","2.67","0","6.15","6.15",,,"2026-04-24T18:08:13.707Z","1402.439","/1/Titulos/SPHQD/CotizacionDetalle"
"cedears","SPOT","Cedear Spotify Technology","bcba",,"27640","27200","27640","1.84","0","27780","26920",,,"2026-04-24T19:59:57.090Z","1429.1624","/1/Titulos/SPOT/CotizacionDetalle"
"cedears","SPOTC","Cedear Spotify Technology","bcba",,"17.47","17.48","17.47","0","0","17.48","17.48",,,"2026-04-24T04:00:28.050Z","1429.1624","/1/Titulos/SPOTC/CotizacionDetalle"
"cedears","SPOTD","Cedear Spotify Technology","bcba",,"19.34","18.92","19.34","1.25","0","19.54","18.85",,,"2026-04-24T19:20:45.300Z","1429.1624","/1/Titulos/SPOTD/CotizacionDetalle"
"cedears","SPXL","Cedear Direxion Daily S&P 500","bcba",,"14450","14080","14450","3.51","0","14500","14080",,,"2026-04-24T19:59:34.227Z","1434.9553","/1/Titulos/SPXL/CotizacionDetalle"
"cedears","SPXLC","Cedear Direxion Daily S&P 500","bcba",,"9.69","9.15","9.69","5.9","0","0","0",,,"2026-04-24T18:52:46.177Z","1434.9553","/1/Titulos/SPXLC/CotizacionDetalle"
"cedears","SPXLD","Cedear Direxion Daily S&P 500","bcba",,"10.07","9.83","10.07","2.54","0","10.09","9.83",,,"2026-04-24T19:37:20.897Z","1434.9553","/1/Titulos/SPXLD/CotizacionDetalle"
"cedears","SPY","Cedear Spdr S&P 500","bcba",,"53450","52750","53450","2.15","0","53525","52425",,,"2026-04-24T19:59:49.733Z","1437.6009","/1/Titulos/SPY/CotizacionDetalle"
"cedears","SPYC","Cedear Spdr S&P 500","bcba",,"35.78","35.39","35.78","1.21","0","36.35","35.39",,,"2026-04-24T19:20:49.450Z","1437.6009","/1/Titulos/SPYC/CotizacionDetalle"
"cedears","SPYD","Cedear Spdr S&P 500","bcba",,"37.18","37.05","37.18","1","0","37.19","36.77",,,"2026-04-24T19:59:46.307Z","1437.6009","/1/Titulos/SPYD/CotizacionDetalle"
"cedears","STLA","Cedear Stellantis Nv","bcba",,"2419","2410","2419","-1.06","0","2429","2372",,,"2026-04-24T19:59:03.577Z","1457.2289","/1/Titulos/STLA/CotizacionDetalle"
"cedears","STLAC","Cedear Stellantis Nv","bcba",,"1.62","1.475","1.62","9.83","0","0","0",,,"2026-04-24T18:46:32.837Z","1457.2289","/1/Titulos/STLAC/CotizacionDetalle"
"cedears","STLAD","Cedear Stellantis Nv","bcba",,"1.66","1.68","1.66","-2.63","0","1.685","1.6",,,"2026-04-24T19:34:56.747Z","1457.2289","/1/Titulos/STLAD/CotizacionDetalle"
"cedears","STNE","Cedear Stoneco Ltd","bcba",,"6105","6020","6105","4.1","0","6140","5860",,,"2026-04-24T19:59:37.793Z","1453.5714","/1/Titulos/STNE/CotizacionDetalle"
"cedears","STNED","Cedear Stoneco Ltd","bcba",,"4.2","4.305","4.2","1.81","0","4.305","4.155",,,"2026-04-24T19:50:26.827Z","1453.5714","/1/Titulos/STNED/CotizacionDetalle"
"cedears","SUZ","Cedear Suzano Papel E Celulose","bcba",,"13610","13570","13610","-1.44","0","13590","13570",,,"2026-04-24T19:37:20.833Z","1257.8558","/1/Titulos/SUZ/CotizacionDetalle"
"cedears","SUZB3","CEDEAR SUZANO S.A","bcba",,"13560","13840","13560","-2.02","0","0","0",,,"2026-04-24T13:52:15.343Z",,"/1/Titulos/SUZB3/CotizacionDetalle"
"cedears","SUZD","Cedear Suzano Papel E Celulose","bcba",,"10.82","10.82","10.82","0","0","0","0",,,"2026-04-24T04:00:48.627Z","1257.8558","/1/Titulos/SUZD/CotizacionDetalle"
"cedears","SWKS","Cedear Skyworks Solutions Inc.","bcba",,"4370","4235","4370","4.04","0","4450","4235",,,"2026-04-24T19:02:50.367Z","1421.1382","/1/Titulos/SWKS/CotizacionDetalle"
"cedears","SWKSD","Cedear Skyworks Solutions Inc.","bcba",,"3.075","3.075","3.075","0","0","0","0",,,"2026-04-24T04:01:07.627Z","1421.1382","/1/Titulos/SWKSD/CotizacionDetalle"
"cedears","SYY","Cedear Sysco Corporation","bcba",,"14350","14130","14350","2.72","0","14380","14110",,,"2026-04-24T19:56:50.180Z","1331.1688","/1/Titulos/SYY/CotizacionDetalle"
"cedears","SYYD","Cedear Sysco Corporation","bcba",,"10.78","10.78","10.78","0","0","10.78","10.78",,,"2026-04-24T04:00:49.567Z","1331.1688","/1/Titulos/SYYD/CotizacionDetalle"
"cedears","T","Cedear At & T Inc.","bcba",,"13060","13100","13060","-0.68","0","13100","12950",,,"2026-04-24T19:52:07.523Z","1439.9118","/1/Titulos/T/CotizacionDetalle"
"cedears","TC","Cedear At & T Inc.","bcba",,"8.92","8.61","8.92","0","0","0","0",,,"2026-04-24T04:01:13.027Z","1439.9118","/1/Titulos/TC/CotizacionDetalle"
"cedears","TCOM","Cedear Ctrip.Com International","bcba",,"39540","39380","39540","1.74","0","39380","39380",,,"2026-04-24T19:35:03.430Z","1235.625","/1/Titulos/TCOM/CotizacionDetalle"
"cedears","TCOMD","Cedear Ctrip.Com International","bcba",,"32","32","32","0","0","32","32",,,"2026-04-24T04:01:09.220Z","1235.625","/1/Titulos/TCOMD/CotizacionDetalle"
"cedears","TD","Cedear At & T Inc.","bcba",,"9.07","9.25","9.07","-1.94","0","9.25","9.04",,,"2026-04-24T18:34:47.563Z","1439.9118","/1/Titulos/TD/CotizacionDetalle"
"cedears","TEAM","Cedear Atlassian Corporation","bcba",,"2280","2175","2280","7.8","0","2292","2169",,,"2026-04-24T19:59:43.317Z","1461.5385","/1/Titulos/TEAM/CotizacionDetalle"
"cedears","TEAMD","Cedear Atlassian Corporation","bcba",,"1.56","1.505","1.56","-8.23","0","1.595","1.505",,,"2026-04-24T19:53:03.580Z","1461.5385","/1/Titulos/TEAMD/CotizacionDetalle"
"cedears","TEM","Cedear Tempus Ai Inc","bcba",,"6460","6325","6460","2.21","0","6550","6270",,,"2026-04-24T19:55:00.330Z","1441.9643","/1/Titulos/TEM/CotizacionDetalle"
"cedears","TEMD","Cedear Tempus Ai Inc","bcba",,"4.48","4.715","4.48","-4.98","0","0","0",,,"2026-04-24T14:29:34.830Z","1441.9643","/1/Titulos/TEMD/CotizacionDetalle"
"cedears","TEN","Cedear Tenaris S.A. (Ads)","bcba",,"94450","92975","94450","2.1","0","94850","92900",,,"2026-04-24T19:59:40.920Z","1437.5951","/1/Titulos/TEN/CotizacionDetalle"
"cedears","TENC","Cedear Tenaris S.A. (Ads)","bcba",,"54.7","54.5","54.7","0","0","0","0",,,"2026-04-24T04:01:09.040Z","1437.5951","/1/Titulos/TENC/CotizacionDetalle"
"cedears","TEND","Cedear Tenaris S.A. (Ads)","bcba",,"65.7","65.2","65.7","1.38","0","65.5","65.2",,,"2026-04-24T19:53:01.703Z","1437.5951","/1/Titulos/TEND/CotizacionDetalle"
"cedears","TGT","Cedear Target Corporation","bcba",,"8025","7950","8025","0.75","0","8030","7935",,,"2026-04-24T19:59:16.213Z","1443.3453","/1/Titulos/TGT/CotizacionDetalle"
"cedears","TGTC","Cedear Target Corporation","bcba",,"4.95","4.95","4.95","0","0","0","0",,,"2026-04-24T04:01:08.890Z","1443.3453","/1/Titulos/TGTC/CotizacionDetalle"
"cedears","TGTD","Cedear Target Corporation","bcba",,"5.56","5.56","5.56","-1.06","0","5.56","5.53",,,"2026-04-24T19:59:08.987Z","1443.3453","/1/Titulos/TGTD/CotizacionDetalle"
"cedears","TIMB","Cedear Tim Participacoes S.A.","bcba",,"39200","38940","39200","0.66","0","0","0",,,"2026-04-24T19:58:36.790Z","1407.5404","/1/Titulos/TIMB/CotizacionDetalle"
"cedears","TIMBD","Cedear Tim Participacoes S.A.","bcba",,"27.85","27.85","27.85","0","0","27.85","27.85",,,"2026-04-24T04:00:49.000Z","1407.5404","/1/Titulos/TIMBD/CotizacionDetalle"
"cedears","TIMS3","Cedear Tim S.A.","bcba",,"7620","7620","7620","0","0","0","0",,,"2026-04-24T04:00:42.023Z",,"/1/Titulos/TIMS3/CotizacionDetalle"
"cedears","TJX","Cedear Tjx Companies Inc.","bcba",,"10400","10300","10400","0.97","0","10300","10100",,,"2026-04-24T19:44:40.220Z",,"/1/Titulos/TJX/CotizacionDetalle"
"cedears","TM","Cedear Toyota Motor Corp.Adr","bcba",,"19170","19160","19170","-0.72","0","19220","19020",,,"2026-04-24T19:59:34.220Z","1435.9551","/1/Titulos/TM/CotizacionDetalle"
"cedears","TMC","Cedear Toyota Motor Corp.Adr","bcba",,"13.98","13.98","13.98","0","0","0","0",,,"2026-04-24T04:00:51.057Z","1435.9551","/1/Titulos/TMC/CotizacionDetalle"
"cedears","TMD","Cedear Toyota Motor Corp.Adr","bcba",,"13.35","13.46","13.35","-1.91","0","13.46","13.26",,,"2026-04-24T19:27:39.987Z","1435.9551","/1/Titulos/TMD/CotizacionDetalle"
"cedears","TMO","Cedear Thermo Fisher Scientific Inc","bcba",,"31900","31700","31900","1.72","0","32220","31480",,,"2026-04-24T19:46:51.107Z","1417.1479","/1/Titulos/TMO/CotizacionDetalle"
"cedears","TMOD","Cedear Thermo Fisher Scientifi","bcba",,"22.51","22.38","22.51","0.98","0","22.51","22.38",,,"2026-04-24T18:15:56.260Z","1417.1479","/1/Titulos/TMOD/CotizacionDetalle"
"cedears","TMUS","Cedear T-Mobile Us Inc.","bcba",,"8670","8605","8670","-0.28","0","8815","8605",,,"2026-04-24T19:54:39.167Z","1433.0579","/1/Titulos/TMUS/CotizacionDetalle"
"cedears","TMUSD","Cedear T-Mobile Us Inc.","bcba",,"6.05","6.04","6.05","-1.3","0","6.11","6.04",,,"2026-04-24T19:54:39.170Z","1433.0579","/1/Titulos/TMUSD/CotizacionDetalle"
"cedears","TQQQ","Cedear Proshares Ultrapro Qqq Etf","bcba",,"3725","3580","3725","7.34","0","3740","3580",,,"2026-04-24T19:59:49.287Z","1446.6019","/1/Titulos/TQQQ/CotizacionDetalle"
"cedears","TQQQC","Cedear Proshares Ultrapro Qqq Etf Usdc","bcba",,"2.18","2.18","2.18","0","0","0","0",,,"2026-04-24T04:00:52.207Z","1446.6019","/1/Titulos/TQQQC/CotizacionDetalle"
"cedears","TQQQD","CEDEAR PROSHARES ULTRAPRO QQQ ETF USD","bcba",,"2.575","2.515","2.575","5.53","0","2.595","2.515",,,"2026-04-24T19:32:19.607Z","1446.6019","/1/Titulos/TQQQD/CotizacionDetalle"
"cedears","TRIP","Cedear Tripadvisor, Inc.","bcba",,"8330","8005","8330","4.25","0","8330","8005",,,"2026-04-24T19:59:00.050Z","1498.2014","/1/Titulos/TRIP/CotizacionDetalle"
"cedears","TRIPD","Cedear Tripadvisor, Inc.","bcba",,"5.56","5.56","5.56","0","0","0","0",,,"2026-04-24T04:00:48.890Z","1498.2014","/1/Titulos/TRIPD/CotizacionDetalle"
"cedears","TRVV","Cedear Travelers Cos. Inc.","bcba",,"75200","75200","75200","0","0","0","0",,,"2026-04-24T04:00:10.790Z","1468.75","/1/Titulos/TRVV/CotizacionDetalle"
"cedears","TRVVD","Cedear Travelers Cos. Inc.","bcba",,"51.2","51.2","51.2","0","0","51.2","51.2",,,"2026-04-24T04:00:48.617Z","1468.75","/1/Titulos/TRVVD/CotizacionDetalle"
"cedears","TSLA","Cedear Tesla, Inc.","bcba",,"37560","36940","37560","1.95","0","37940","36660",,,"2026-04-24T19:59:49.377Z","1425.4269","/1/Titulos/TSLA/CotizacionDetalle"
"cedears","TSLAC","Cedear Tesla, Inc.","bcba",,"25.2","25.43","25.2","0.92","0","25.43","24.9",,,"2026-04-24T19:34:16.427Z","1425.4269","/1/Titulos/TSLAC/CotizacionDetalle"
"cedears","TSLAD","Cedear Tesla, Inc.","bcba",,"26.35","26","26.35","2.05","0","26.5","25.75",,,"2026-04-24T19:59:49.220Z","1425.4269","/1/Titulos/TSLAD/CotizacionDetalle"
"cedears","TSM","Cedear Taiwan Semic. Manuf.","bcba",,"66925","64525","66925","6.82","0","67775","64525",,,"2026-04-24T19:59:55.547Z","1447.027","/1/Titulos/TSM/CotizacionDetalle"
"cedears","TSMC","Cedear Taiwan Semic. Manuf.","bcba",,"43.89","42.12","43.89","4.2","0","0","0",,,"2026-04-24T13:33:11.263Z","1447.027","/1/Titulos/TSMC/CotizacionDetalle"
"cedears","TSMD","Cedear Taiwan Semic. Manuf.","bcba",,"46.25","45.3","46.25","5.37","0","47.65","45.3",,,"2026-04-24T19:59:46.990Z","1447.027","/1/Titulos/TSMD/CotizacionDetalle"
"cedears","TTE","Cedear Totalenergies  Se.","bcba",,"44840","44800","44840","0.58","0","44800","44380",,,"2026-04-24T19:45:38.043Z","1419.4365","/1/Titulos/TTE/CotizacionDetalle"
"cedears","TTED","Cedear Totalenergies  Se.","bcba",,"31.59","31","31.59","0","0","0","0",,,"2026-04-24T04:00:59.650Z","1419.4365","/1/Titulos/TTED/CotizacionDetalle"
"cedears","TV","Cedear Grupo Televisa Sa Adr","bcba",,"1542","1526","1542","0.98","0","1552","1497",,,"2026-04-24T19:59:25.153Z","1414.6789","/1/Titulos/TV/CotizacionDetalle"
"cedears","TVD","Cedear Grupo Televisa Sa Adr","bcba",,"1.09","1.09","1.09","0","0","1.09","1.09",,,"2026-04-24T04:00:23.053Z","1414.6789","/1/Titulos/TVD/CotizacionDetalle"
"cedears","TWLO","Cedear Twilio Inc.","bcba",,"5975","5870","5975","3.1","0","5965","5870",,,"2026-04-24T19:56:13.423Z","1462.6683","/1/Titulos/TWLO/CotizacionDetalle"
"cedears","TWLOD","Cedear Twilio Inc.","bcba",,"4.085","4.085","4.085","0","0","0","0",,,"2026-04-24T04:00:22.173Z","1462.6683","/1/Titulos/TWLOD/CotizacionDetalle"
"cedears","TXN","Cedear Texas Instruments Incor","bcba",,"82800","83000","82800","-0.39","0","83500","81075",,,"2026-04-24T19:51:44.497Z","1422.6804","/1/Titulos/TXN/CotizacionDetalle"
"cedears","TXND","Cedear Texas Instruments Incor","bcba",,"58.2","58.5","58.2","1.74","0","58.5","56.2",,,"2026-04-24T18:55:19.357Z","1422.6804","/1/Titulos/TXND/CotizacionDetalle"
"cedears","TXR","Cedear Ternium S.A.","bcba",,"16100","15700","16100","2.74","0","16190","15600",,,"2026-04-24T19:51:24.373Z","1434.9376","/1/Titulos/TXR/CotizacionDetalle"
"cedears","TXRC","Cedear Ternium S.A.","bcba",,"10.85","10.85","10.85","0","0","10.85","10.85",,,"2026-04-24T04:01:09.057Z","1434.9376","/1/Titulos/TXRC/CotizacionDetalle"
"cedears","TXRD","Cedear Ternium S.A.","bcba",,"11.22","10.98","11.22","2.27","0","11.22","10.96",,,"2026-04-24T18:16:32.270Z","1434.9376","/1/Titulos/TXRD/CotizacionDetalle"
"cedears","UAL","Cedear United Airlines Holding","bcba",,"27800","27140","27800","4.74","0","27700","27140",,,"2026-04-24T19:55:00.377Z","1433.7287","/1/Titulos/UAL/CotizacionDetalle"
"cedears","UALC","Cedear United Airlines Holding","bcba",,"20.75","20.75","20.75","0","0","0","0",,,"2026-04-24T04:00:21.630Z","1433.7287","/1/Titulos/UALC/CotizacionDetalle"
"cedears","UALD","Cedear United Airlines Holding","bcba",,"19.39","18.56","19.39","4.47","0","0","0",,,"2026-04-24T14:27:45.887Z","1433.7287","/1/Titulos/UALD/CotizacionDetalle"
"cedears","UBER","Cedear Uber Technologies Inc.","bcba",,"55875","54725","55875","2.05","0","55925","54725",,,"2026-04-24T19:59:28.123Z","1433.0598","/1/Titulos/UBER/CotizacionDetalle"
"cedears","UBERC","Cedear Uber Technologies Inc.","bcba",,"37.6","37.82","37.6","0","0","0","0",,,"2026-04-24T04:00:38.123Z","1433.0598","/1/Titulos/UBERC/CotizacionDetalle"
"cedears","UBERD","Cedear Uber Technologies Inc.","bcba",,"38.99","40.15","38.99","0.8","0","40.15","38.2",,,"2026-04-24T19:59:47.197Z","1433.0598","/1/Titulos/UBERD/CotizacionDetalle"
"cedears","UGP","Cedear Ultrapar Participagues","bcba",,"8600","8495","8600","1.11","0","8540","8485",,,"2026-04-24T19:46:34.700Z","1398.374","/1/Titulos/UGP/CotizacionDetalle"
"cedears","UGPD","Cedear Ultrapar Participacoes","bcba",,"6.15","6.15","6.15","0","0","0","0",,,"2026-04-24T04:00:44.217Z","1398.374","/1/Titulos/UGPD/CotizacionDetalle"
"cedears","UL","Cedear Unilever N.V.Ny Reg.Sha","bcba",,"29060","29020","29060","2.68","0","29140","28780",,,"2026-04-24T19:56:53.313Z","1434.3534","/1/Titulos/UL/CotizacionDetalle"
"cedears","ULD","Cedear Unilever N.V.Ny Reg.Sha","bcba",,"20.26","20.65","20.26","0.84","0","20.65","20.27",,,"2026-04-24T19:02:55.923Z","1434.3534","/1/Titulos/ULD/CotizacionDetalle"
"cedears","UNH","Cedear Unitedhealth Group Inc.","bcba",,"16060","15870","16060","1.45","0","16090","15810",,,"2026-04-24T19:59:29.020Z","1466.6667","/1/Titulos/UNH/CotizacionDetalle"
"cedears","UNHC","Cedear Unitedhealth Group Inc.","bcba",,"10.67","10.72","10.67","0","0","10.72","10.72",,,"2026-04-24T04:00:27.813Z","1466.6667","/1/Titulos/UNHC/CotizacionDetalle"
"cedears","UNHD","Cedear Unitedhealth Group Inc.","bcba",,"10.95","11.16","10.95","-1.61","0","11.17","10.95",,,"2026-04-24T19:57:33.680Z","1466.6667","/1/Titulos/UNHD/CotizacionDetalle"
"cedears","UNP","Cedear Union Pacific Corp","bcba",,"20150","20130","20150","1","0","20230","19960",,,"2026-04-24T19:32:55.457Z","1440.3145","/1/Titulos/UNP/CotizacionDetalle"
"cedears","UNPD","Cedear Union Pacific Corp","bcba",,"13.99","13.45","13.99","0","0","13.51","13.45",,,"2026-04-24T04:00:20.773Z","1440.3145","/1/Titulos/UNPD/CotizacionDetalle"
"cedears","UPST","Cedear Upstart Holdings Inc.","bcba",,"9995","9715","9995","3.41","0","10000","9675",,,"2026-04-24T19:56:15.837Z","1472.0177","/1/Titulos/UPST/CotizacionDetalle"
"cedears","UPSTC","Cedear Upstart Holdings Inc.","bcba",,"6.1","8.07","6.1","0","0","0","0",,,"2026-04-24T04:00:38.133Z","1472.0177","/1/Titulos/UPSTC/CotizacionDetalle"
"cedears","UPSTD","Cedear Upstart Holdings Inc.","bcba",,"6.79","6.97","6.79","0","0","6.97","6.67",,,"2026-04-24T04:00:21.767Z","1472.0177","/1/Titulos/UPSTD/CotizacionDetalle"
"cedears","URA","Cedear Global X Uranium Etf","bcba",,"16590","16860","16590","-0.3","0","17020","16530",,,"2026-04-24T19:59:00.037Z","1437.6083","/1/Titulos/URA/CotizacionDetalle"
"cedears","URAC","Cedear Global X Uranium Etf","bcba",,"11.53","11.6","11.53","0","0","11.6","11.6",,,"2026-04-24T04:00:57.950Z","1437.6083","/1/Titulos/URAC/CotizacionDetalle"
"cedears","URAD","Cedear Global X Uranium Etf","bcba",,"11.54","11.7","11.54","-1.78","0","11.96","11.49",,,"2026-04-24T19:48:55.370Z","1437.6083","/1/Titulos/URAD/CotizacionDetalle"
"cedears","URBN","Cedear Urban Outfitters, Inc.","bcba",,"54425","54600","54425","0","0","54625","54450",,,"2026-04-24T04:00:19.563Z","1381.3452","/1/Titulos/URBN/CotizacionDetalle"
